Crop_encoded,State_encoded,Season_encoded,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,Revenue,Actual_ROI,Predicted_ROI,Crop,State,Season
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
3,0,4,105291.0,648.1,9967898.97,26322.75,9202.625556,101228881.11600001,64858.59821607331,64234.53178900257,Coconut ,Andhra Pradesh,Whole Year 
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
1,17,1,1141.0,2448.4,164863.09,308.07,1.08,6696.0,-90.61790668348046,-90.58859767271406,Arhar/Tur,Meghalaya,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,10.0,1430.3,989.8,2.4,0.41,21320.0,-74.06326034063261,-73.87088364340971,Cotton(lint),Jammu and Kashmir,Kharif     
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
4,0,2,8092.0,890.0,1240099.0,2832.2,2.201428571,114474.285692,39.26312127980536,39.90360476992706,Cotton(lint),Andhra Pradesh,Rabi       
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
3,28,4,29680.0,1483.5,4480492.8,9794.4,12561.52684,138176795.24,88568.08390872457,88777.89527272256,Coconut ,West Bengal,Whole Year 
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
1,27,1,1963.0,1419.0,326073.93,471.12,0.691818182,4289.2727284,-93.99009005408435,-93.99572914676473,Arhar/Tur,Uttarakhand,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
4,10,1,2.0,1572.6,315.82,0.66,0.5,26000.0,-68.3698296836983,-69.22015097407058,Cotton(lint),Jammu and Kashmir,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,15,1,1096100.0,1057.8,107604137.0,284986.0,0.5265625,3264.6875000000005,-95.42568656298165,-95.42220923951233,Arhar/Tur,Maharashtra,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
1,18,1,61.0,2499.5,6037.78,14.64,0.93,5766.0,-91.92097519966373,-91.93883254034739,Arhar/Tur,Mizoram,Kharif     
2,23,4,5289.0,927.9,675458.19,1163.58,0.35375,1874.875,-95.31281249999999,-95.29781430268505,Castor seed,Tamil Nadu,Whole Year 
2,23,4,5289.0,927.9,675458.19,1163.58,0.35375,1874.875,-95.31281249999999,-95.29781430268505,Castor seed,Tamil Nadu,Whole Year 
2,23,4,5289.0,927.9,675458.19,1163.58,0.35375,1874.875,-95.31281249999999,-95.29781430268505,Castor seed,Tamil Nadu,Whole Year 
2,23,4,5289.0,927.9,675458.19,1163.58,0.35375,1874.875,-95.31281249999999,-95.29781430268505,Castor seed,Tamil Nadu,Whole Year 
2,23,4,5289.0,927.9,675458.19,1163.58,0.35375,1874.875,-95.31281249999999,-95.29781430268505,Castor seed,Tamil Nadu,Whole Year 
2,23,4,5289.0,927.9,675458.19,1163.58,0.35375,1874.875,-95.31281249999999,-95.29781430268505,Castor seed,Tamil Nadu,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
0,12,4,279459.0,1111.7,43998024.96,106194.42,10.92,2730000.0,1017.1812657295438,958.6237091901456,Arecanut,Karnataka,Whole Year 
